game_id,season
11500034,2015
11500035,2015
11500036,2015
11500037,2015
11500038,2015
11500039,2015
11500040,2015
11500041,2015
11500042,2015
11500043,2015
11500044,2015
11500045,2015
11500046,2015
11500047,2015
11500048,2015
11500049,2015
11500050,2015
11500051,2015
11500052,2015
11500053,2015
11500054,2015
11500055,2015
11500056,2015
11500057,2015
11500058,2015
11500059,2015
11500060,2015
11500061,2015
11500062,2015
11500063,2015
11500064,2015
11500065,2015
11500066,2015
11500067,2015
11500068,2015
11500069,2015
11500070,2015
11500072,2015
11500073,2015
11500074,2015
11500075,2015
11500076,2015
11500077,2015
11500079,2015
11500080,2015
11500081,2015
11500082,2015
11500083,2015
11500084,2015
11500085,2015
11500087,2015
11500088,2015
11500089,2015
11500090,2015
11500091,2015
11500092,2015
11500093,2015
11500094,2015
11500095,2015
11500096,2015
11500097,2015
11500098,2015
11500099,2015
11500100,2015
11500101,2015
11500102,2015
11500103,2015
11500104,2015
11500105,2015
11500106,2015
11500107,2015
11500108,2015
11500109,2015
11600003,2016
11600004,2016
11600005,2016
11600006,2016
11600007,2016
11600009,2016
11600010,2016
11600012,2016
11600013,2016
11600014,2016
11600015,2016
11600016,2016
11600017,2016
11600018,2016
11600019,2016
11600020,2016
11600021,2016
11600022,2016
11600023,2016
11600024,2016
11600025,2016
11600026,2016
11600027,2016
11600028,2016
11600029,2016
11600030,2016
11600032,2016
11600033,2016
11600034,2016
11600035,2016
11600036,2016
11600037,2016
11600038,2016
11600039,2016
11600040,2016
11600041,2016
11600042,2016
11600043,2016
11600044,2016
11600045,2016
11600046,2016
11600047,2016
11600048,2016
11600049,2016
11600051,2016
11600052,2016
11600053,2016
11600054,2016
11600055,2016
11600056,2016
11600057,2016
11600058,2016
11600059,2016
11600060,2016
11600062,2016
11600063,2016
11600064,2016
11600065,2016
11600066,2016
11600067,2016
11600068,2016
11600069,2016
11600070,2016
11600071,2016
11600072,2016
11600073,2016
11600074,2016
11600075,2016
11600076,2016
11600077,2016
11600078,2016
11600079,2016
11600080,2016
11600083,2016
11600084,2016
11600085,2016
11600086,2016
11600087,2016
11600088,2016
11600089,2016
11600090,2016
11600091,2016
11600092,2016
11600093,2016
11600094,2016
11600095,2016
11600096,2016
11600097,2016
11600098,2016
11600100,2016
11600101,2016
11600102,2016
11700001,2017
11700002,2017
11700003,2017
11700004,2017
11700005,2017
11700006,2017
11700008,2017
11700009,2017
11700010,2017
11700011,2017
11700012,2017
11700013,2017
11700014,2017
11700015,2017
11700016,2017
11700017,2017
11700018,2017
11700020,2017
11700021,2017
11700022,2017
11700023,2017
11700024,2017
11700025,2017
11700026,2017
11700027,2017
11700028,2017
11700029,2017
11700030,2017
11700031,2017
11700032,2017
11700033,2017
11700034,2017
11700035,2017
11700036,2017
11700037,2017
11700039,2017
11700040,2017
11700041,2017
11700043,2017
11700044,2017
11700045,2017
11700047,2017
11700048,2017
11700049,2017
11700050,2017
11700051,2017
11700052,2017
11700053,2017
11700054,2017
11700055,2017
11700056,2017
11700057,2017
11700058,2017
11700059,2017
11700060,2017
11700061,2017
11700062,2017
11700063,2017
11700064,2017
11700066,2017
11700067,2017
11700068,2017
11700069,2017
11700070,2017
11700071,2017
11700072,2017
11700073,2017
11700074,2017
11700075,2017
11700076,2017
11700077,2017
11700078,2017
12000001,2020
12000002,2020
12000003,2020
12000004,2020
12000005,2020
12000007,2020
12000008,2020
12000009,2020
12000010,2020
12000011,2020
12000012,2020
12000013,2020
12000014,2020
12000015,2020
12000016,2020
12000017,2020
12000018,2020
12000020,2020
12000021,2020
12000023,2020
12000024,2020
12000025,2020
12000026,2020
12000027,2020
12000028,2020
12000029,2020
12000030,2020
12000032,2020
12000033,2020
12000034,2020
12000035,2020
12000036,2020
12000037,2020
12000039,2020
12000040,2020
12000041,2020
12000042,2020
12000043,2020
12000044,2020
12000045,2020
12000046,2020
12000047,2020
12000048,2020
12100001,2021
12100002,2021
12100003,2021
12100004,2021
12100005,2021
12100006,2021
12100007,2021
12100008,2021
12100009,2021
12100010,2021
12100011,2021
12100012,2021
12100013,2021
12100014,2021
12100015,2021
12100016,2021
12100017,2021
12100018,2021
12100019,2021
12100021,2021
12100022,2021
12100023,2021
12100024,2021
12100025,2021
12100026,2021
12100027,2021
12100028,2021
12100029,2021
12100030,2021
12100031,2021
12100032,2021
12100034,2021
12100035,2021
12100036,2021
12100037,2021
12100038,2021
12100039,2021
12100040,2021
12100041,2021
12100042,2021
12100043,2021
12100044,2021
12100045,2021
12100046,2021
12100048,2021
12100049,2021
12100050,2021
12100051,2021
12100052,2021
12100053,2021
12100054,2021
12100055,2021
12100056,2021
12100057,2021
12100058,2021
12100059,2021
12100060,2021
12100061,2021
12100062,2021
12100063,2021
12100064,2021
12100066,2021
12200001,2022
12200002,2022
12200003,2022
12200004,2022
12200005,2022
12200006,2022
12200007,2022
12200008,2022
12200009,2022
12200010,2022
12200011,2022
12200012,2022
12200013,2022
12200014,2022
12200016,2022
12200017,2022
12200018,2022
12200020,2022
12200021,2022
12200022,2022
12200023,2022
12200024,2022
12200025,2022
12200026,2022
12200027,2022
12200029,2022
12200030,2022
12200031,2022
12200032,2022
12200033,2022
12200034,2022
12200035,2022
12200036,2022
12200038,2022
12200039,2022
12200040,2022
12200041,2022
12200042,2022
12200043,2022
12200044,2022
12200045,2022
12200046,2022
12200047,2022
12200048,2022
12200049,2022
12200050,2022
12200051,2022
12200052,2022
12200053,2022
12200054,2022
12200055,2022
12200056,2022
12200057,2022
12200058,2022
12200059,2022
12200060,2022
12200062,2022
12200063,2022
12200064,2022
12200066,2022
12200067,2022
12200068,2022
12200069,2022
12200070,2022
20000001,2000
20000002,2000
20000003,2000
20000004,2000
20000005,2000
20000006,2000
20000007,2000
20000008,2000
20000009,2000
20000010,2000
20000011,2000
20000012,2000
20000013,2000
20000014,2000
20000015,2000
20000016,2000
20000017,2000
20000018,2000
20000019,2000
20000020,2000
20000021,2000
20000022,2000
20000023,2000
20000025,2000
20000026,2000
20000028,2000
20000029,2000
20000031,2000
20000032,2000
20000033,2000
20000034,2000
20000035,2000
20000036,2000
20000037,2000
20000038,2000
20000039,2000
20000040,2000
20000041,2000
20000042,2000
20000043,2000
20000044,2000
20000045,2000
20000046,2000
20000049,2000
20000050,2000
20000051,2000
20000052,2000
20000053,2000
20000054,2000
20000055,2000
20000056,2000
20000057,2000
20000059,2000
20000060,2000
20000061,2000
20000063,2000
20000064,2000
20000066,2000
20000067,2000
20000069,2000
20000070,2000
20000071,2000
20000073,2000
20000074,2000
20000075,2000
20000076,2000
20000077,2000
20000078,2000
20000079,2000
20000080,2000
20000081,2000
20000082,2000
20000083,2000
20000084,2000
20000085,2000
20000086,2000
20000087,2000
20000088,2000
20000089,2000
20000090,2000
20000091,2000
20000092,2000
20000093,2000
20000094,2000
20000096,2000
20000097,2000
20000098,2000
20000100,2000
20000101,2000
20000102,2000
20000103,2000
20000104,2000
20000105,2000
20000106,2000
20000107,2000
20000108,2000
20000109,2000
20000110,2000
20000111,2000
20000112,2000
20000113,2000
20000115,2000
20000116,2000
20000117,2000
20000118,2000
20000119,2000
20000120,2000
20000121,2000
20000122,2000
20000125,2000
20000126,2000
20000127,2000
20000128,2000
20000129,2000
20000130,2000
20000131,2000
20000132,2000
20000133,2000
20000134,2000
20000135,2000
20000137,2000
20000138,2000
20000139,2000
20000140,2000
20000141,2000
20000142,2000
20000143,2000
20000144,2000
20000145,2000
20000146,2000
20000147,2000
20000148,2000
20000149,2000
20000150,2000
20000151,2000
20000152,2000
20000153,2000
20000154,2000
20000155,2000
20000156,2000
20000157,2000
20000158,2000
20000159,2000
20000160,2000
20000161,2000
20000163,2000
20000164,2000
20000165,2000
20000166,2000
20000168,2000
20000169,2000
20000171,2000
20000173,2000
20000174,2000
20000175,2000
20000176,2000
20000177,2000
20000178,2000
20000179,2000
20000180,2000
20000181,2000
20000182,2000
20000183,2000
20000184,2000
20000185,2000
20000186,2000
20000187,2000
20000188,2000
20000189,2000
20000190,2000
20000191,2000
20000192,2000
20000193,2000
20000194,2000
20000195,2000
20000196,2000
20000197,2000
20000198,2000
20000199,2000
20000200,2000
20000201,2000
20000202,2000
20000203,2000
20000204,2000
20000205,2000
20000206,2000
20000207,2000
20000208,2000
20000209,2000
20000210,2000
20000211,2000
20000212,2000
20000213,2000
20000214,2000
20000215,2000
20000216,2000
20000218,2000
20000220,2000
20000222,2000
20000223,2000
20000224,2000
20000225,2000
20000226,2000
20000227,2000
20000228,2000
20000229,2000
20000230,2000
20000231,2000
20000232,2000
20000233,2000
20000234,2000
20000236,2000
20000237,2000
20000238,2000
20000239,2000
20000240,2000
20000241,2000
20000242,2000
20000243,2000
20000244,2000
20000245,2000
20000246,2000
20000247,2000
20000248,2000
20000249,2000
20000250,2000
20000251,2000
20000252,2000
20000253,2000
20000254,2000
20000255,2000
20000256,2000
20000257,2000
20000258,2000
20000259,2000
20000260,2000
20000261,2000
20000262,2000
20000263,2000
20000264,2000
20000265,2000
20000266,2000
20000267,2000
20000268,2000
20000269,2000
20000270,2000
20000271,2000
20000272,2000
20000273,2000
20000274,2000
20000275,2000
20000276,2000
20000277,2000
20000278,2000
20000279,2000
20000280,2000
20000281,2000
20000282,2000
20000283,2000
20000284,2000
20000285,2000
20000287,2000
20000288,2000
20000289,2000
20000290,2000
20000291,2000
20000292,2000
20000293,2000
20000294,2000
20000295,2000
20000296,2000
20000297,2000
20000298,2000
20000300,2000
20000302,2000
20000303,2000
20000304,2000
20000305,2000
20000307,2000
20000308,2000
20000309,2000
20000310,2000
20000312,2000
20000313,2000
20000314,2000
20000315,2000
20000316,2000
20000317,2000
20000318,2000
20000319,2000
20000320,2000
20000321,2000
20000322,2000
20000323,2000
20000324,2000
20000325,2000
20000326,2000
20000327,2000
20000328,2000
20000329,2000
20000330,2000
20000331,2000
20000333,2000
20000334,2000
20000335,2000
20000336,2000
20000337,2000
20000338,2000
20000339,2000
20000340,2000
20000341,2000
20000342,2000
20000343,2000
20000344,2000
20000345,2000
20000346,2000
20000347,2000
20000348,2000
20000349,2000
20000350,2000
20000351,2000
20000352,2000
20000354,2000
20000355,2000
20000357,2000
20000358,2000
20000360,2000
20000361,2000
20000362,2000
20000363,2000
20000364,2000
20000365,2000
20000366,2000
20000367,2000
20000368,2000
20000370,2000
20000371,2000
20000372,2000
20000373,2000
20000374,2000
20000375,2000
20000376,2000
20000378,2000
20000379,2000
20000380,2000
20000381,2000
20000382,2000
20000383,2000
20000384,2000
20000385,2000
20000386,2000
20000387,2000
20000388,2000
20000389,2000
20000390,2000
20000391,2000
20000392,2000
20000393,2000
20000394,2000
20000396,2000
20000397,2000
20000398,2000
20000399,2000
20000400,2000
20000401,2000
20000402,2000
20000404,2000
20000405,2000
20000406,2000
20000408,2000
20000410,2000
20000411,2000
20000412,2000
20000416,2000
20000417,2000
20000418,2000
20000419,2000
20000420,2000
20000422,2000
20000423,2000
20000424,2000
20000426,2000
20000427,2000
20000428,2000
20000429,2000
20000431,2000
20000432,2000
20000433,2000
20000434,2000
20000435,2000
20000436,2000
20000437,2000
20000438,2000
20000439,2000
20000440,2000
20000441,2000
20000443,2000
20000444,2000
20000445,2000
20000446,2000
20000447,2000
20000448,2000
20000449,2000
20000450,2000
20000451,2000
20000453,2000
20000454,2000
20000455,2000
20000456,2000
20000457,2000
20000458,2000
20000459,2000
20000460,2000
20000461,2000
20000462,2000
20000463,2000
20000464,2000
20000466,2000
20000467,2000
20000469,2000
20000470,2000
20000471,2000
20000473,2000
20000474,2000
20000475,2000
20000476,2000
20000477,2000
20000478,2000
20000479,2000
20000480,2000
20000481,2000
20000482,2000
20000483,2000
20000484,2000
20000485,2000
20000487,2000
20000488,2000
20000489,2000
20000490,2000
20000492,2000
20000493,2000
20000494,2000
20000495,2000
20000496,2000
20000497,2000
20000498,2000
20000499,2000
20000500,2000
20000501,2000
20000502,2000
20000503,2000
20000504,2000
20000506,2000
20000507,2000
20000509,2000
20000510,2000
20000511,2000
20000512,2000
20000513,2000
20000514,2000
20000515,2000
20000516,2000
20000517,2000
20000519,2000
20000520,2000
20000521,2000
20000522,2000
20000523,2000
20000524,2000
20000525,2000
20000527,2000
20000528,2000
20000529,2000
20000530,2000
20000531,2000
20000532,2000
20000533,2000
20000534,2000
20000535,2000
20000536,2000
20000537,2000
20000538,2000
20000539,2000
20000540,2000
20000541,2000
20000542,2000
20000543,2000
20000544,2000
20000545,2000
20000546,2000
20000547,2000
20000548,2000
20000549,2000
20000550,2000
20000551,2000
20000552,2000
20000553,2000
20000554,2000
20000555,2000
20000556,2000
20000557,2000
20000558,2000
20000559,2000
20000560,2000
20000561,2000
20000562,2000
20000563,2000
20000564,2000
20000565,2000
20000566,2000
20000567,2000
20000568,2000
20000569,2000
20000571,2000
20000572,2000
20000573,2000
20000574,2000
20000576,2000
20000577,2000
20000578,2000
20000579,2000
20000580,2000
20000581,2000
20000582,2000
20000584,2000
20000585,2000
20000586,2000
20000587,2000
20000588,2000
20000589,2000
20000590,2000
20000591,2000
20000592,2000
20000594,2000
20000595,2000
20000596,2000
20000597,2000
20000598,2000
20000599,2000
20000600,2000
20000601,2000
20000602,2000
20000604,2000
20000605,2000
20000606,2000
20000607,2000
20000608,2000
20000609,2000
20000610,2000
20000612,2000
20000613,2000
20000614,2000
20000616,2000
20000617,2000
20000618,2000
20000619,2000
20000620,2000
20000621,2000
20000622,2000
20000623,2000
20000624,2000
20000626,2000
20000627,2000
20000628,2000
20000629,2000
20000630,2000
20000631,2000
20000632,2000
20000633,2000
20000634,2000
20000635,2000
20000636,2000
20000637,2000
20000638,2000
20000639,2000
20000640,2000
20000641,2000
20000642,2000
20000643,2000
20000644,2000
20000645,2000
20000646,2000
20000647,2000
20000648,2000
20000649,2000
20000650,2000
20000651,2000
20000652,2000
20000653,2000
20000654,2000
20000655,2000
20000656,2000
20000657,2000
20000658,2000
20000659,2000
20000660,2000
20000661,2000
20000662,2000
20000663,2000
20000665,2000
20000667,2000
20000668,2000
20000669,2000
20000670,2000
